Book title,Price,Availability,Rating,Product page link,Rating_num
"Rat Queens, Vol. 1: Sass & Sorcery (Rat Queens (Collected Editions) #1-5)",46.96,In stock,Five,https://books.toscrape.com/catalogue/rat-queens-vol-1-sass-sorcery-rat-queens-collected-editions-1-5_46/index.html,5
Paradise Lost (Paradise #1),24.96,In stock,One,https://books.toscrape.com/catalogue/paradise-lost-paradise-1_45/index.html,1
"Paper Girls, Vol. 1 (Paper Girls #1-5)",21.71,In stock,Four,https://books.toscrape.com/catalogue/paper-girls-vol-1-paper-girls-1-5_44/index.html,4
"Ouran High School Host Club, Vol. 1 (Ouran High School Host Club #1)",29.87,In stock,Three,https://books.toscrape.com/catalogue/ouran-high-school-host-club-vol-1-ouran-high-school-host-club-1_43/index.html,3
Origins (Alphas 0.5),28.99,In stock,One,https://books.toscrape.com/catalogue/origins-alphas-05_42/index.html,1
One Second (Seven #7),52.94,In stock,Two,https://books.toscrape.com/catalogue/one-second-seven-7_41/index.html,2
On the Road (Duluoz Legend),32.36,In stock,Three,https://books.toscrape.com/catalogue/on-the-road-duluoz-legend_40/index.html,3
Old Records Never Die: One Man's Quest for His Vinyl and His Past,55.66,In stock,Two,https://books.toscrape.com/catalogue/old-records-never-die-one-mans-quest-for-his-vinyl-and-his-past_39/index.html,2
Off Sides (Off #1),39.45,In stock,Five,https://books.toscrape.com/catalogue/off-sides-off-1_38/index.html,5
Of Mice and Men,47.11,In stock,Two,https://books.toscrape.com/catalogue/of-mice-and-men_37/index.html,2
Myriad (Prentor #1),58.75,In stock,Four,https://books.toscrape.com/catalogue/myriad-prentor-1_36/index.html,4
My Perfect Mistake (Over the Top #1),38.92,In stock,Two,https://books.toscrape.com/catalogue/my-perfect-mistake-over-the-top-1_35/index.html,2
"Ms. Marvel, Vol. 1: No Normal (Ms. Marvel (2014-2015) #1)",39.39,In stock,Four,https://books.toscrape.com/catalogue/ms-marvel-vol-1-no-normal-ms-marvel-2014-2015-1_34/index.html,4
Meditations,25.89,In stock,Two,https://books.toscrape.com/catalogue/meditations_33/index.html,2
Matilda,28.34,In stock,One,https://books.toscrape.com/catalogue/matilda_32/index.html,1
Lost Among the Living,27.7,In stock,Four,https://books.toscrape.com/catalogue/lost-among-the-living_31/index.html,4
Lord of the Flies,24.89,In stock,Three,https://books.toscrape.com/catalogue/lord-of-the-flies_30/index.html,3
Listen to Me (Fusion #1),58.99,In stock,Three,https://books.toscrape.com/catalogue/listen-to-me-fusion-1_29/index.html,3
Kitchens of the Great Midwest,57.2,In stock,Five,https://books.toscrape.com/catalogue/kitchens-of-the-great-midwest_28/index.html,5
Jane Eyre,38.43,In stock,Five,https://books.toscrape.com/catalogue/jane-eyre_27/index.html,5
Imperfect Harmony,34.74,In stock,Four,https://books.toscrape.com/catalogue/imperfect-harmony_26/index.html,4
Icing (Aces Hockey #2),40.44,In stock,Four,https://books.toscrape.com/catalogue/icing-aces-hockey-2_25/index.html,4
"Hawkeye, Vol. 1: My Life as a Weapon (Hawkeye #1)",45.24,In stock,Three,https://books.toscrape.com/catalogue/hawkeye-vol-1-my-life-as-a-weapon-hawkeye-1_24/index.html,3
Having the Barbarian's Baby (Ice Planet Barbarians #7.5),34.96,In stock,Four,https://books.toscrape.com/catalogue/having-the-barbarians-baby-ice-planet-barbarians-75_23/index.html,4
"Giant Days, Vol. 1 (Giant Days #1-4)",56.76,In stock,Four,https://books.toscrape.com/catalogue/giant-days-vol-1-giant-days-1-4_22/index.html,4
"Fruits Basket, Vol. 1 (Fruits Basket #1)",40.28,In stock,Five,https://books.toscrape.com/catalogue/fruits-basket-vol-1-fruits-basket-1_21/index.html,5
Frankenstein,38.0,In stock,Two,https://books.toscrape.com/catalogue/frankenstein_20/index.html,2
Forever Rockers (The Rocker #12),28.8,In stock,Three,https://books.toscrape.com/catalogue/forever-rockers-the-rocker-12_19/index.html,3
Fighting Fate (Fighting #6),39.24,In stock,Three,https://books.toscrape.com/catalogue/fighting-fate-fighting-6_18/index.html,3
Emma,32.93,In stock,Two,https://books.toscrape.com/catalogue/emma_17/index.html,2
"Eat, Pray, Love",51.32,In stock,Three,https://books.toscrape.com/catalogue/eat-pray-love_16/index.html,3
Deep Under (Walker Security #1),47.09,In stock,Five,https://books.toscrape.com/catalogue/deep-under-walker-security-1_15/index.html,5
Choosing Our Religion: The Spiritual Lives of America's Nones,28.42,In stock,Four,https://books.toscrape.com/catalogue/choosing-our-religion-the-spiritual-lives-of-americas-nones_14/index.html,4
Charlie and the Chocolate Factory (Charlie Bucket #1),22.85,In stock,Three,https://books.toscrape.com/catalogue/charlie-and-the-chocolate-factory-charlie-bucket-1_13/index.html,3
Charity's Cross (Charles Towne Belles #4),41.24,In stock,One,https://books.toscrape.com/catalogue/charitys-cross-charles-towne-belles-4_12/index.html,1
Bright Lines,39.07,In stock,Five,https://books.toscrape.com/catalogue/bright-lines_11/index.html,5
Bridget Jones's Diary (Bridget Jones #1),29.82,In stock,One,https://books.toscrape.com/catalogue/bridget-joness-diary-bridget-jones-1_10/index.html,1
Bounty (Colorado Mountain #7),37.26,In stock,Four,https://books.toscrape.com/catalogue/bounty-colorado-mountain-7_9/index.html,4
Blood Defense (Samantha Brinkman #1),20.3,In stock,Three,https://books.toscrape.com/catalogue/blood-defense-samantha-brinkman-1_8/index.html,3
"Bleach, Vol. 1: Strawberry and the Soul Reapers (Bleach #1)",34.65,In stock,Five,https://books.toscrape.com/catalogue/bleach-vol-1-strawberry-and-the-soul-reapers-bleach-1_7/index.html,5
Beyond Good and Evil,43.38,In stock,One,https://books.toscrape.com/catalogue/beyond-good-and-evil_6/index.html,1
Alice in Wonderland (Alice's Adventures in Wonderland #1),55.53,In stock,One,https://books.toscrape.com/catalogue/alice-in-wonderland-alices-adventures-in-wonderland-1_5/index.html,1
"Ajin: Demi-Human, Volume 1 (Ajin: Demi-Human #1)",57.06,In stock,Four,https://books.toscrape.com/catalogue/ajin-demi-human-volume-1-ajin-demi-human-1_4/index.html,4
A Spy's Devotion (The Regency Spies of London #1),16.97,In stock,Five,https://books.toscrape.com/catalogue/a-spys-devotion-the-regency-spies-of-london-1_3/index.html,5
1st to Die (Women's Murder Club #1),53.98,In stock,One,https://books.toscrape.com/catalogue/1st-to-die-womens-murder-club-1_2/index.html,1
"1,000 Places to See Before You Die",26.08,In stock,Five,https://books.toscrape.com/catalogue/1000-places-to-see-before-you-die_1/index.html,5
